year,Base case cost,Modeled water and wastewater efficiency
2017,48318.7921504,34667.5670071
2018,51464.8226945,36784.774308
2019,56009.8811146,39843.6289754
2020,58223.3995522,41333.1539352
2021,59737.2861515,42351.7199189
2022,60901.4834133,43134.9188702
2023,61715.700399,43682.4883202
2024,62296.7262763,44073.0898842
2025,63110.7891804,44620.5003152
2026,64041.3542415,45246.2927585
2027,64855.1694064,45793.452785
2028,65552.294133,46262.0367973
2029,66483.235162,46888.1472097
2030,66947.6338221,47200.195802
2031,67994.5789687,47904.2090124
