year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,668735
2004,,0,0,0,0,0,719047
2005,,0,0,0,0,0,937962
2006,,0,0,0,0,0,1038583
2007,,0,0,0,0,0,1094928
2008,,0,0,0,0,0,1129396
2009,,0,0,0,0,0,1351920
2010,,0,0,0,0,0,1319078
2011,,0,0,0,0,0,1528992
2012,,0,0,0,0,0,2087614
2013,,0,0,0,0,0,1349438
2014,start of forecast,0,0,0,0,0,1226000
2015,,0,0,0,0,0,1205000
2016,,0,0,0,0,0,1184000
2017,,0,0,0,0,0,1163000
2018,,0,0,0,0,0,1138000
2019,,0,0,0,0,0,1111000
2020,,0,0,0,0,0,1083000
2021,,0,0,0,0,0,1056000
2022,,0,0,0,0,0,1030000
2023,,0,0,0,0,0,998000
2024,,0,0,0,0,0,968000
2025,,0,0,0,0,0,939000
2026,,0,0,0,0,0,909000
2027,,0,0,0,0,0,881000
2028,,0,0,0,0,0,853000
2029,,0,0,0,0,0,819000
2030,,0,0,0,0,0,788000
2031,,0,0,0,0,0,758000
2032,,0,0,0,0,0,733000
2033,,0,0,0,0,0,709000
2034,,0,0,0,0,0,686000
2035,,0,0,0,0,0,663000
2036,,0,0,0,0,0,637000
2037,,0,0,0,0,0,614000
2038,,0,0,0,0,0,592000
2039,,0,0,0,0,0,571000
2040,,0,0,0,0,0,552000
