year,Base case cost,Modeled non-residential energy efficiency
2017,221283.421088,216759.000298
2018,236046.660891,229469.906177
2019,256609.744903,247442.425676
2020,266100.399062,255413.593606
2021,272954.7604,261014.370312
2022,278227.346044,265198.331704
2023,281918.155995,267965.148377
2024,285081.707381,270268.411867
2025,288772.517332,273061.721255
2026,292990.585847,276344.769757
2027,296681.395798,279163.344562
2028,299844.947184,281517.153108
2029,303535.757135,284359.822895
2030,306172.049957,286260.205088
2031,310917.377037,290079.76686
