year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33378.9505762,24700.4234264
2018,33378.9505762,24700.4234264
2019,33378.9505762,24700.4234264
2020,33378.9505762,24700.4234264
2021,33378.9505762,24700.4234264
2022,33378.9505762,24700.4234264
2023,33378.9505762,24700.4234264
2024,33378.9505762,24700.4234264
2025,33378.9505762,24700.4234264
2026,33378.9505762,24700.4234264
2027,33378.9505762,24700.4234264
2028,33378.9505762,24700.4234264
2029,33378.9505762,24700.4234264
2030,33378.9505762,24700.4234264
2031,33378.9505762,24700.4234264
