year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,120569.0,111870.935953
2018,119169.0,110470.935953
2019,116368.0,107669.935953
2020,114967.0,106268.935953
2021,113567.0,104868.935953
2022,110766.0,102067.935953
2023,109366.0,100667.935953
2024,106565.0,97866.9359531
2025,105164.0,96465.9359531
2026,102363.0,93664.9359531
2027,100963.0,92264.9359531
2028,99563.0,90864.9359531
2029,96762.0,88063.9359531
2030,93961.0,85262.9359531
2031,92560.0,83861.9359531
2032,91160.0,82461.9359531
2033,89760.0,81061.9359531
2034,86959.0,78260.9359531
2035,85558.0,76859.9359531
2036,84158.0,75459.9359531
