year,Base case cost,Modeled residential energy efficiency
2017,643402.176244,675347.699171
2018,685892.967372,708879.813739
2019,751554.991376,763347.751542
2020,782772.915442,787872.005317
2021,815630.318032,815261.909581
2022,836706.984997,831518.076084
2023,854238.402632,844874.362548
2024,870670.485638,857390.088608
2025,888553.252064,871228.714989
2026,916942.002054,895444.025071
2027,944400.585352,918983.3914
2028,970850.92445,941767.28978
2029,991121.30441,958045.086554
2030,1015346.94841,979105.637739
2031,1046969.15162,1006656.37243
