year,Base case cost,Modeled non-residential energy efficiency
2017,497854.137851,544531.350834
2018,527697.929451,570079.729897
2019,569479.237691,606728.144703
2020,588380.305705,622242.525244
2021,601312.615398,632277.749167
2022,611260.545931,639595.54931
2023,618224.097305,644194.86173
2024,624192.855625,647916.528725
2025,631156.406998,652601.417247
2026,639114.751425,658248.536401
2027,646078.302798,663015.036786
2028,652047.061118,666899.973289
2029,660005.405545,672665.245586
2030,663984.577758,674784.307466
2031,672937.715238,681544.746053
