year,Base case diesel consumed,Modeled diesel efficiency
2019,78173.0392067,71066.3992788
2020,78173.0392067,71066.3992788
2021,78254.3001622,71140.2728747
2022,78254.3001622,71140.2728747
2023,78254.3001622,71140.2728747
2024,78335.5611177,71214.1464706
2025,78335.5611177,71214.1464706
2026,78335.5611177,71214.1464706
2027,78416.8220732,71288.0200666
2028,78416.8220732,71288.0200666
2029,78498.0830287,71361.8936625
2030,78498.0830287,71361.8936625
2031,78579.3439843,71435.7672584
2032,78579.3439843,71435.7672584
2033,78579.3439843,71435.7672584
2034,78660.6049398,71509.6408543
2035,78660.6049398,71509.6408543
2036,78741.8658953,71583.5144503
2037,78741.8658953,71583.5144503
2038,78823.1268508,71657.3880462
