year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2012,,4.48,6.44
2013,,4.44,6.35
2014,,,6.23
2016,start of forecast,2.13,4.33
2017,,2.53,4.73
2018,,2.83,5.03
2019,,3.25,5.45
2020,,3.44,5.64
2021,,3.57,5.77
2022,,3.67,5.87
2023,,3.74,5.94
2024,,3.8,6.0
2025,,3.87,6.07
2026,,3.95,6.15
2027,,4.02,6.22
2028,,4.08,6.28
2029,,4.16,6.36
2030,,4.2,6.4
2031,,4.29,6.49
2032,,4.37,6.57
2033,,4.46,6.66
2034,,4.55,6.75
2035,,4.61,6.81
2036,,4.7,6.9
2037,,4.76,6.96
2038,,4.85,7.05
2039,,4.92,7.12
2040,,5.02,7.22
