year,Base case diesel consumed,Modeled non-residential ashp
2017,9825.38680362,-11534.1497046
2018,9825.38680362,-11534.1497046
2019,9825.38680362,-11534.1497046
2020,9825.38680362,-11534.1497046
2021,9825.38680362,-11534.1497046
2022,9825.38680362,-11534.1497046
2023,9825.38680362,-11534.1497046
2024,9825.38680362,-11534.1497046
2025,9825.38680362,-11534.1497046
2026,9825.38680362,-11534.1497046
2027,9825.38680362,-11534.1497046
2028,9825.38680362,-11534.1497046
2029,9825.38680362,-11534.1497046
2030,9825.38680362,-11534.1497046
2031,9825.38680362,-11534.1497046
