year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,1335.55,92691.34,84941.76,1074.83,185442.12,49816.52
2018,1429.7,101373.43,91149.92,1106.57,191254.57,52398.0
2019,1560.45,113271.12,99657.4,1153.88,199219.76,55935.6
2020,1603.45,119380.74,97690.26,1161.54,203310.0,54543.75
2021,1609.15,123239.45,100281.39,1151.6,205893.31,55627.33
2022,1604.66,126455.04,95796.73,1137.35,208046.07,53205.01
2023,1579.42,128384.39,97008.26,1113.21,209337.72,53714.93
2024,1547.65,130313.74,91407.81,1084.87,210629.37,50835.8
2025,1517.74,132243.1,92535.33,1058.24,211921.03,51313.86
2026,1493.09,134815.57,87030.63,1033.87,213643.23,48487.84
2027,1461.24,137066.48,88248.03,1005.89,215150.16,49008.39
2028,1426.25,138995.84,82101.42,976.98,216441.81,45922.11
2029,1383.67,141246.75,75932.65,942.53,217948.74,42835.82
2030,1337.77,142854.55,76662.18,907.71,219025.12,43154.52
2031,1300.13,145427.02,70359.24,876.81,220747.33,40025.74
2032,,,71414.46,,,40493.17
2033,,,64893.31,,,37290.03
2034,,,65954.39,,,37768.08
2035,,,66661.77,,,38086.78
2036,,,59678.48,,,34708.35
