year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,40935.340834,30292.1522171
2018,40935.340834,30292.1522171
2019,40935.340834,30292.1522171
2020,40935.340834,30292.1522171
2021,40935.340834,30292.1522171
2022,40935.340834,30292.1522171
2023,40935.340834,30292.1522171
2024,40935.340834,30292.1522171
2025,40935.340834,30292.1522171
2026,40935.340834,30292.1522171
2027,40935.340834,30292.1522171
2028,40935.340834,30292.1522171
2029,40935.340834,30292.1522171
2030,40935.340834,30292.1522171
2031,40935.340834,30292.1522171
