year,Base case cost,Modeled wind power
2019,143130.237106,
2020,149759.427035,
2021,153978.002444,
2022,157292.597409,
2023,159401.885113,
2024,161209.846003,
2025,163132.041238,
2026,165535.459893,
2027,167938.878549,
2028,169741.44254,
2029,172144.861196,
2030,173127.096664,
2031,175822.847304,
2032,178219.070095,
2033,180914.820736,
2034,183910.099225,
2035,184850.958474,
2036,187837.242132,
2037,189330.383962,
2038,192018.039254,
