year,Base case diesel consumed,Modeled diesel efficiency
2019,30132.6814959,27393.3468145
2020,30132.6814959,27393.3468145
2021,30132.6814959,27393.3468145
2022,30132.6814959,27393.3468145
2023,30132.6814959,27393.3468145
2024,30132.6814959,27393.3468145
2025,30042.733193,27311.57563
2026,30042.733193,27311.57563
2027,30042.733193,27311.57563
2028,30042.733193,27311.57563
2029,30042.733193,27311.57563
2030,29952.78489,27229.8044454
2031,29952.78489,27229.8044454
2032,29952.78489,27229.8044454
2033,29952.78489,27229.8044454
2034,29952.78489,27229.8044454
2035,29862.836587,27148.0332609
2036,29862.836587,27148.0332609
2037,29862.836587,27148.0332609
2038,29862.836587,27148.0332609
