year,Base case cost,Modeled water and wastewater efficiency
2017,72148.302821,52779.9611206
2018,76456.0395157,55568.5485682
2019,82117.3053161,59265.6746813
2020,84823.6020481,60987.1479369
2021,86544.7561252,62051.4717221
2022,87896.6343038,62870.5724853
2023,88756.1581754,63362.0721053
2024,89492.342637,63773.1739797
2025,90474.0310752,64351.0365466
2026,91455.3975944,64930.7638572
2027,92436.4753742,65512.2994614
2028,93171.400013,65930.8387265
2029,94151.6719154,66515.8825912
2030,94762.9144438,66855.4919977
2031,95866.2498877,67526.1377956
