year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,30222.63,9917.05,40935.34,12585.94
2018,30222.63,9914.82,40935.34,12585.94
2019,30132.68,9912.57,40935.34,12585.94
2020,30132.68,9909.83,40935.34,12585.94
2021,30132.68,9906.84,40935.34,13608.49
2022,30132.68,9904.09,40935.34,13608.49
2023,30132.68,9901.42,40935.34,13608.49
2024,30132.68,9898.52,40935.34,13608.49
2025,30042.73,9895.0,40935.34,13608.49
2026,30042.73,9891.29,40935.34,13608.49
2027,30042.73,9887.44,40935.34,14631.03
2028,30042.73,9883.64,40935.34,14631.03
2029,30042.73,9879.26,40935.34,14631.03
2030,29952.78,9875.02,40935.34,14631.03
2031,29952.78,9871.17,40935.34,14631.03
2032,29952.78,9867.44,40935.34,15653.57
2033,29952.78,9863.85,40935.34,15653.57
2034,29952.78,9860.36,40935.34,15653.57
2035,29862.84,9856.87,40935.34,15653.57
2036,29862.84,9853.84,40935.34,15653.57
2037,29862.84,9850.47,40935.34,15653.57
2038,29862.84,9847.86,40935.34,16676.12
2039,29862.84,9845.25,40935.34,16676.12
2040,29862.84,9842.8,40935.34,16676.12
