year,Base case cost,Modeled residential energy efficiency
2017,200602.026966,195018.303718
2018,209540.501025,203413.613298
2019,221288.209789,214484.761553
2020,226906.679197,219725.894819
2021,244817.67303,237360.920538
2022,247798.753497,240105.53146
2023,249695.804703,241817.917483
2024,251321.848594,243273.958404
2025,253489.907115,245249.535317
2026,255657.965637,247227.305584
2027,272911.500785,264292.694423
2028,274631.278729,265851.142437
2029,276924.315986,267960.16785
2030,278357.464273,269248.386085
2031,280937.131188,271635.621771
2032,298878.049386,289398.373488
2033,301598.31738,291929.970526
2034,304620.837373,294753.271546
2035,306132.097369,296128.89593
2036,309154.617362,298955.698976
