year,Base case cost,Modeled non-residential energy efficiency
2017,382955.534779,374728.684219
2018,404719.893265,393794.930379
2019,433324.478703,419111.613088
2020,447004.932608,430847.571097
2021,455710.676003,438067.876038
2022,462550.902955,443605.090457
2023,466903.774652,446892.230635
2024,470634.807536,449628.692453
2025,475609.518047,453513.880754
2026,480584.228558,457414.246069
2027,485558.939069,461329.432682
2028,489289.971952,464125.908011
2029,494264.682463,468069.703246
2030,497373.876532,470327.524075
2031,502970.425857,474865.19523
