year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,478407.11,27106.3,1449672.04,1971881.42
2018,478407.11,27198.82,1449672.04,1985152.09
2019,478407.11,27281.64,1449672.04,1997474.84
2020,478407.11,27355.68,1449672.04,2007901.79
2021,478407.11,27419.7,1449672.04,2016432.93
2022,478407.11,27474.14,1449672.04,2024964.07
2023,478407.11,27521.32,1449672.04,2031599.4
2024,478407.11,27561.01,1449672.04,2037286.83
2025,478407.11,27591.34,1449672.04,2041078.45
2026,478407.11,27613.47,1449672.04,2044870.06
2027,478407.11,27628.18,1449672.04,2046765.87
2028,478407.11,27636.29,1449672.04,2047713.78
2029,478407.11,27641.46,1449672.04,2048661.68
2030,478407.11,27642.66,1449672.04,2048661.68
2031,478407.11,27635.69,1449672.04,2047713.78
2032,478407.11,,,2045817.97
2033,478407.11,,,2042974.25
2034,478407.11,,,2039182.64
2035,478407.11,,,2035391.02
2036,478407.11,,,2031599.4
