year,Base case cost,Modeled diesel efficiency
2019,1785313.35278,2177094.34694
2020,1912510.8811,2292728.46359
2021,1991099.30945,2364172.48936
2022,2055512.00367,2422729.48411
2023,2091621.52824,2455556.32463
2024,2127288.81867,2487981.13411
2025,2162977.23973,2520425.15326
2026,2212112.38778,2565093.46967
2027,2253909.87439,2603091.18477
2028,2289171.15463,2635146.89407
2029,2328153.73787,2670585.60611
2030,2354355.20935,2694405.12563
2031,2401049.01359,2736854.03858
2032,2448794.06727,2780258.63284
2033,2503812.63579,2830275.51331
2034,2558862.14562,2880320.52224
2035,2592490.3291,2910891.59813
2036,2645862.97155,2959412.18218
2037,2671803.32867,2982994.32502
2038,2724631.10243,3031019.57389
