year,Base case diesel consumed,Modeled non-residential ashp
2017,1301680.2904,1052164.46797
2018,1287746.40765,1038230.58522
2019,1273812.52489,1024296.70247
2020,1258136.9068,1008621.08437
2021,1242461.2887,992945.466278
2022,1226785.67061,977269.848182
2023,1211110.05251,961594.230086
2024,1193692.69907,944176.876646
2025,1176275.34563,926759.523206
2026,1160599.72753,911083.905111
2027,1143182.37409,893666.551671
2028,1127506.756,877990.933575
2029,1103122.46118,853606.638759
2030,1082221.63706,832705.814631
2031,1063062.54827,813546.725848
