year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,27563.51,1814147.0,1814147.0
2004,,27563.51,1740460.0,1740460.0
2005,,27563.51,1836857.0,1836857.0
2006,,27563.51,1637263.0,1637263.0
2007,,27563.51,1539794.0,1539794.0
2008,,27563.51,1618498.0,1618498.0
2009,,27563.51,1631088.0,1631088.0
2010,,27563.51,1651430.0,1651430.0
2011,,27563.51,1606449.0,1606449.0
2012,,27563.51,1509907.0,1509907.0
2013,,27563.51,1710645.0,1710645.0
2014,,27563.51,1820988.0,1820988.0
2015,,27563.51,1883748.0,1883748.0
2016,start of forecast,27563.51,1823000.0,1823000.0
2017,,27563.51,1827000.0,1827000.0
2018,,27563.51,1832000.0,1832000.0
2019,,27563.51,1836000.0,1836000.0
2020,,27563.51,1842000.0,1842000.0
2021,,27563.51,1847000.0,1847000.0
2022,,27563.51,1853000.0,1853000.0
2023,,27563.51,1857000.0,1857000.0
2024,,27563.51,1863000.0,1863000.0
2025,,27563.51,1868000.0,1868000.0
2026,,27563.51,1873000.0,1873000.0
2027,,27563.51,1878000.0,1878000.0
2028,,27563.51,1883000.0,1883000.0
2029,,27563.51,1888000.0,1888000.0
2030,,27563.51,1893000.0,1893000.0
2031,,27563.51,1898000.0,1898000.0
2032,,27563.51,1903000.0,1903000.0
2033,,27563.51,1908000.0,1908000.0
2034,,27563.51,1913000.0,1913000.0
2035,,27563.51,1919000.0,1919000.0
2036,,27563.51,1924000.0,1924000.0
2037,,27563.51,1929000.0,1929000.0
2038,,27563.51,1935000.0,1935000.0
2039,,27563.51,1940000.0,1940000.0
2040,,27563.51,1946000.0,1946000.0
