year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,136604.57,3178.96,131524.49,60934.28
2018,136978.42,3124.86,131524.49,62202.19
2019,137277.5,3068.66,131524.49,63470.1
2020,137726.12,2993.82,131524.49,65371.96
2021,138099.97,2938.07,131524.49,66639.87
2022,138548.59,2867.54,131524.49,67907.78
2023,138847.67,2811.87,131524.49,69175.69
2024,139296.29,2735.02,131524.49,71077.56
2025,139670.14,2681.93,131524.49,72345.46
2026,140043.99,2622.13,131524.49,73613.37
2027,140417.84,2560.92,131524.49,74881.28
2028,140791.69,2498.55,131524.49,76149.19
2029,141165.54,2431.52,131524.49,78051.06
2030,141539.39,2368.65,131524.49,79318.97
2031,141913.24,2310.17,131524.49,80586.88
2032,142287.08,,,81854.78
2033,142660.93,,,83756.65
2034,143034.78,,,85024.56
2035,143483.4,,,86292.47
2036,143857.25,,,87560.38
