year,Base case cost,Modeled diesel efficiency
2019,501062.885403,708080.564613
2020,527491.047798,726186.584355
2021,546875.887334,738028.323527
2022,562507.278808,746593.325677
2023,573440.878613,751019.921118
2024,582258.490765,753652.103296
2025,592201.389637,757433.4569
2026,604990.030208,763925.074481
2027,616434.308305,769314.882303
2028,625115.091573,772309.939607
2029,638068.225884,779303.715649
2030,645419.600655,781317.05648
2031,658477.4128,788627.514347
2032,671595.04085,796099.231915
2033,684772.484805,803729.704082
2034,699440.092504,812816.800807
2035,708808.010985,817185.539441
2036,722163.407259,825276.466107
2037,732693.997402,830894.31712
2038,746547.361088,839625.576347
