year,Base case diesel consumed,Modeled diesel efficiency
2019,137277.50285,124797.729864
2020,137726.12214,125205.565582
2021,138099.971549,125545.428681
2022,138548.590839,125953.2644
2023,138847.670366,126225.154879
2024,139296.289657,126632.990597
2025,139670.139065,126972.853696
2026,140043.988474,127312.716795
2027,140417.837883,127652.579893
2028,140791.687291,127992.442992
2029,141165.5367,128332.306091
2030,141539.386109,128672.16919
2031,141913.235517,129012.032288
2032,142287.084926,129351.895387
2033,142660.934334,129691.758486
2034,143034.783743,130031.621585
2035,143483.403033,130439.457303
2036,143857.252442,130779.320402
2037,144231.101851,131119.183501
2038,144679.721141,131527.019219
