year,Base case cost,Modeled residential energy efficiency
2017,896877.54775,927279.226875
2018,951682.15316,976130.198508
2019,1021579.93749,1038928.25331
2020,1070375.11389,1083320.07774
2021,1104988.31358,1114183.04256
2022,1135798.88413,1141655.02894
2023,1162611.96224,1165539.97127
2024,1195098.68232,1195387.71223
2025,1221019.50969,1218597.21763
2026,1250305.39651,1244978.20227
2027,1278363.43466,1270297.01747
2028,1303532.7459,1293011.83477
2029,1342506.87851,1329214.57144
2030,1366578.24996,1351037.45004
2031,1397509.64918,1379281.32388
2032,1428787.47206,1407912.08822
2033,1469450.42003,1445967.49601
2034,1503255.18032,1477083.19065
2035,1530373.12467,1502030.22756
2036,1563079.94516,1532242.59208
