year,Base case diesel consumed,Modeled residential energy efficiency
2017,13502.0585321,12261.545889
2018,13502.0585321,12261.545889
2019,12842.2600355,11601.7473924
2020,12842.2600355,11601.7473924
2021,12182.4615389,10941.9488958
2022,12182.4615389,10941.9488958
2023,11522.6630423,10282.1503992
2024,11522.6630423,10282.1503992
2025,10862.8645458,9622.35190265
2026,10862.8645458,9622.35190265
2027,10203.0660492,8962.55340607
2028,10203.0660492,8962.55340607
2029,9543.26755259,8302.75490949
2030,9543.26755259,8302.75490949
2031,9543.26755259,8302.75490949
2032,8883.46905601,7642.95641291
2033,8883.46905601,7642.95641291
2034,8223.67055942,6983.15791633
2035,8223.67055942,6983.15791633
2036,8223.67055942,6983.15791633
