year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,9052.26,696800.0,696800.0
2004,,9052.26,242892.0,242892.0
2005,,9052.26,763151.0,763151.0
2006,,9052.26,706989.0,706989.0
2007,,9052.26,749000.0,749000.0
2008,,9052.26,721000.0,721000.0
2009,,9052.26,684000.0,684000.0
2010,,9052.26,763000.0,763000.0
2011,,9052.26,583250.0,583250.0
2012,,9052.26,611300.0,611300.0
2013,,9052.26,610519.0,610519.0
2014,start of forecast,9052.26,598000.0,598000.0
2015,,9052.26,597000.0,597000.0
2016,,9052.26,596000.0,596000.0
2017,,9052.26,595000.0,595000.0
2018,,9052.26,594000.0,594000.0
2019,,9052.26,593000.0,593000.0
2020,,9052.26,592000.0,592000.0
2021,,9052.26,591000.0,591000.0
2022,,9052.26,590000.0,590000.0
2023,,9052.26,589000.0,589000.0
2024,,9052.26,587000.0,587000.0
2025,,9052.26,586000.0,586000.0
2026,,9052.26,585000.0,585000.0
2027,,9052.26,584000.0,584000.0
2028,,9052.26,583000.0,583000.0
2029,,9052.26,583000.0,583000.0
2030,,9052.26,582000.0,582000.0
2031,,9052.26,581000.0,581000.0
2032,,9052.26,580000.0,580000.0
2033,,9052.26,579000.0,579000.0
2034,,9052.26,578000.0,578000.0
2035,,9052.26,577000.0,577000.0
2036,,9052.26,576000.0,576000.0
2037,,9052.26,576000.0,576000.0
2038,,9052.26,575000.0,575000.0
2039,,9052.26,574000.0,574000.0
2040,,9052.26,574000.0,574000.0
