year,Base case cost,Modeled diesel efficiency
2019,448502.628464,608241.554468
2020,470420.956984,623467.810188
2021,485266.588762,632374.486079
2022,496400.812596,638014.717713
2023,504751.480472,641229.485876
2024,511246.444375,642859.830441
2025,518669.260264,645433.852652
2026,527947.780126,649792.706426
2027,535879.464839,653022.699681
2028,541945.297198,654649.759549
2029,550282.917155,658433.190213
2030,555841.33046,659779.043401
2031,565105.352634,664580.520573
2032,573919.946503,669058.278769
2033,583176.719833,674020.881799
2034,592894.51962,679483.521172
2035,598899.461692,681649.860116
2036,609065.9649,687676.609093
2037,614611.330286,689577.687606
2038,624287.811664,695307.923664
