year,Base case diesel consumed,Modeled diesel efficiency
2019,92857.6870525,84416.0791387
2020,92785.1986161,84350.1805601
2021,92785.1986161,84350.1805601
2022,92785.1986161,84350.1805601
2023,92785.1986161,84350.1805601
2024,92785.1986161,84350.1805601
2025,92785.1986161,84350.1805601
2026,92785.1986161,84350.1805601
2027,92712.7101797,84284.2819815
2028,92640.2217433,84218.383403
2029,92640.2217433,84218.383403
2030,92640.2217433,84218.383403
2031,92640.2217433,84218.383403
2032,92567.7333069,84152.4848244
2033,92567.7333069,84152.4848244
2034,92495.2448704,84086.5862459
2035,92422.756434,84020.6876673
2036,92422.756434,84020.6876673
2037,92422.756434,84020.6876673
2038,92350.2679976,83954.7890887
