year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,93002.66,9708.1,72805.11,85692.73
2018,92930.18,9705.58,72805.11,84214.95
2019,92857.69,9703.49,72805.11,84214.95
2020,92785.2,9701.69,72805.11,82737.16
2021,92785.2,9701.08,72805.11,82737.16
2022,92785.2,9700.96,72805.11,82737.16
2023,92785.2,9701.53,72805.11,82737.16
2024,92785.2,9701.82,72805.11,82737.16
2025,92785.2,9702.32,72805.11,82737.16
2026,92785.2,9701.15,72805.11,82737.16
2027,92712.71,9698.09,72805.11,82737.16
2028,92640.22,9697.32,72805.11,81259.37
2029,92640.22,9696.73,72805.11,81259.37
2030,92640.22,9696.23,72805.11,81259.37
2031,92640.22,9695.51,72805.11,81259.37
2032,92567.73,9693.98,72805.11,81259.37
2033,92567.73,9693.26,72805.11,81259.37
2034,92495.24,9692.21,72805.11,79781.59
2035,92422.76,9690.75,72805.11,79781.59
2036,92422.76,9690.55,72805.11,79781.59
2037,92422.76,9689.91,72805.11,79781.59
2038,92350.27,9687.74,72805.11,78303.8
2039,92350.27,9686.39,72805.11,78303.8
2040,92277.78,9685.69,72805.11,78303.8
