year,Base case cost,Modeled non-residential energy efficiency
2017,879753.382536,847772.800348
2018,927363.695094,888727.816891
2019,990844.111839,943926.407337
2020,1020142.76572,968568.2539
2021,1039675.20164,984505.835594
2022,1054324.52858,996108.957089
2023,1065311.52379,1004469.43807
2024,1073856.96451,1010679.11813
2025,1083623.18247,1018015.19319
2026,1095830.95492,1027569.54122
2027,1106817.95012,1036063.38493
2028,1115363.39084,1042403.30204
2029,1126350.38605,1050959.23015
2030,1133675.04952,1056267.10811
2031,1145882.82197,1065974.91297
