year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1212838.0,449694.0,763144.0
2004,,1345169.0,408058.0,937111.0
2005,,1226894.0,374375.0,852519.0
2006,,1265731.0,386333.0,879398.0
2007,,1284669.0,405957.0,878712.0
2008,,1199960.0,386983.0,812977.0
2009,,1201474.0,397114.0,804360.0
2010,,1245871.0,407590.0,838281.0
2011,,1243072.0,419342.0,823730.0
2012,,1270515.0,433703.0,836812.0
2013,,1224389.0,468624.0,755765.0
2014,start of forecast,1218163.0,412727.0,805436.0
2015,,1217546.0,412110.0,805436.0
2016,,1216398.0,410963.0,805436.0
2017,,1215000.0,409564.0,805436.0
2018,,1213961.0,408525.0,805436.0
2019,,1213100.0,407664.0,805436.0
2020,,1212356.0,406921.0,805436.0
2021,,1212101.0,406666.0,805436.0
2022,,1212052.0,406616.0,805436.0
2023,,1212287.0,406851.0,805436.0
2024,,1212409.0,406973.0,805436.0
2025,,1212616.0,407181.0,805436.0
2026,,1212131.0,406696.0,805436.0
2027,,1210867.0,405431.0,805436.0
2028,,1210551.0,405115.0,805436.0
2029,,1210307.0,404871.0,805436.0
2030,,1210099.0,404663.0,805436.0
2031,,1209802.0,404366.0,805436.0
2032,,1209171.0,403735.0,805436.0
2033,,1208875.0,403440.0,805436.0
2034,,1208439.0,403004.0,805436.0
2035,,1207838.0,402402.0,805436.0
2036,,1207756.0,402320.0,805436.0
2037,,1207491.0,402055.0,805436.0
2038,,1206595.0,401159.0,805436.0
2039,,1206037.0,400601.0,805436.0
2040,,1205750.0,400314.0,805436.0
