year,Base case cost,Modeled water and wastewater efficiency
2017,140496.882173,114338.357349
2018,147918.023425,119165.820059
2019,157833.907101,125746.543826
2020,162388.507966,128586.214279
2021,165437.72476,130381.671623
2022,167732.71915,131657.773437
2023,169470.291423,132552.057419
2024,170818.230853,133181.263188
2025,172363.037273,133955.590426
2026,174248.348289,134974.472746
2027,175892.890718,135831.119032
2028,177212.922691,136468.700191
2029,178919.960737,137383.68734
2030,180054.9504,137905.188336
2031,181949.381366,138964.060263
