year,Base case diesel consumed,Modeled non-residential ashp
2017,3970.40745116,-4660.91310348
2018,3970.40745116,-4660.91310348
2019,3970.40745116,-4660.91310348
2020,3970.40745116,-4660.91310348
2021,3970.40745116,-4660.91310348
2022,3970.40745116,-4660.91310348
2023,3970.40745116,-4660.91310348
2024,3970.40745116,-4660.91310348
2025,3970.40745116,-4660.91310348
2026,3970.40745116,-4660.91310348
2027,3970.40745116,-4660.91310348
2028,3970.40745116,-4660.91310348
2029,3970.40745116,-4660.91310348
2030,3970.40745116,-4660.91310348
2031,3970.40745116,-4660.91310348
