year,Base case diesel consumed,Modeled residential ashp
2017,963.35303898,-5521.91411552
2018,1040.7752339,-5444.4919206
2019,1040.7752339,-5444.4919206
2020,1040.7752339,-5444.4919206
2021,1040.7752339,-5444.4919206
2022,1040.7752339,-5444.4919206
2023,1040.7752339,-5444.4919206
2024,1040.7752339,-5444.4919206
2025,1040.7752339,-5444.4919206
2026,1040.7752339,-5444.4919206
2027,1040.7752339,-5444.4919206
2028,1040.7752339,-5444.4919206
2029,1040.7752339,-5444.4919206
2030,1040.7752339,-5444.4919206
2031,1040.7752339,-5444.4919206
