year,Base case cost,Modeled residential energy efficiency
2017,127033.662598,129794.953949
2018,137566.502395,140064.441928
2019,143541.010662,145710.894883
2020,146335.538723,148302.542665
2021,148359.16249,150155.30332
2022,149804.608039,151454.402444
2023,150864.601441,152385.066857
2024,151731.86877,153132.524561
2025,152695.499136,153974.64359
2026,153948.218611,155096.654261
2027,155008.212014,156035.315993
2028,155875.479343,156790.583579
2029,157128.198818,157918.246021
2030,157802.740074,158491.871633
2031,159055.45955,159623.0846
