year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20718.54,110465.55,25834.05,39007.06,170126.98,101199.62
2018,23096.35,123124.82,30993.11,39441.42,171994.42,106573.39
2019,26445.34,140962.88,35337.12,40049.32,174625.81,108203.89
2020,28013.66,149306.49,37369.0,40336.14,175856.62,108966.54
2021,29150.08,155348.42,38840.36,40544.63,176747.9,109518.81
2022,29963.21,159664.08,39891.33,40695.38,177384.53,109913.28
2023,30559.27,162828.9,40662.04,40805.46,177851.39,110202.56
2024,31047.71,165418.29,41292.62,40896.48,178233.36,110439.25
2025,31589.71,168295.4,41993.27,40996.56,178657.78,110702.23
2026,32294.14,172035.64,42904.11,41126.31,179209.52,111044.11
2027,32890.28,175200.46,43674.82,41236.13,179676.38,111333.39
2028,33379.17,177789.85,44305.4,41327.38,180058.36,111570.08
2029,34083.51,181530.09,45216.24,41456.72,180610.1,111911.95
2030,34464.73,183544.07,45706.7,41528.78,180907.2,112096.04
2031,35169.63,187284.3,46617.54,41658.62,181458.94,112437.92
