year,Base case cost,Modeled non-residential energy efficiency
2017,280592.533986,280389.568953
2018,295119.242584,293398.789279
2019,315588.695609,312176.312871
2020,325163.117185,320446.575086
2021,332096.319016,326186.962424
2022,337048.606038,330035.169503
2023,340680.283188,332628.903638
2024,343651.655401,334605.884378
2025,346953.180083,336922.961111
2026,351245.162168,340217.877394
2027,354876.839318,342894.565003
2028,357848.211531,344952.554999
2029,362140.193617,348306.095201
2030,364451.260894,349763.562278
2031,368743.24298,353153.930867
