year,Base case cost,Modeled water and wastewater efficiency
2017,59725.5968321,46465.8684049
2018,62537.7667991,48249.4761364
2019,66494.6625633,50796.5665099
2020,68349.8005547,51947.4132001
2021,69694.710132,52760.7403491
2022,70658.5918803,53322.5402708
2023,71364.7304545,53714.6104992
2024,71944.1920131,54024.2615959
2025,72586.2732969,54377.3045814
2026,73420.4560096,54859.9228719
2027,74126.4129761,55258.9015356
2028,74706.5556941,55575.9059412
2029,75540.2275098,56063.1343653
2030,75993.509279,56298.9663825
2031,76828.2506427,56790.0721665
