year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,28771.0684867,21290.5906802
2018,28771.0684867,21290.5906802
2019,28771.0684867,21290.5906802
2020,28771.0684867,21290.5906802
2021,28771.0684867,21290.5906802
2022,28771.0684867,21290.5906802
2023,28771.0684867,21290.5906802
2024,28771.0684867,21290.5906802
2025,28771.0684867,21290.5906802
2026,28771.0684867,21290.5906802
2027,28771.0684867,21290.5906802
2028,28771.0684867,21290.5906802
2029,28771.0684867,21290.5906802
2030,28771.0684867,21290.5906802
2031,28771.0684867,21290.5906802
