year,Base case cost,Modeled non-residential energy efficiency
2017,819841.64592,918924.470543
2018,860678.299774,953872.264938
2019,917849.615168,1004422.66809
2020,943985.073634,1025586.60575
2021,961953.201329,1039079.86784
2022,976654.396717,1049554.2701
2023,984821.727487,1053905.30153
2024,992989.058258,1058336.14567
2025,1002789.85518,1064396.20667
2026,1014224.11826,1072083.65776
2027,1024024.91519,1078294.16548
2028,1032192.24596,1083025.98768
2029,1041993.04288,1089379.97255
2030,1048526.9075,1092700.63441
2031,1059961.17058,1100742.72454
