year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,188207.14,8688.56,131734.54,117347.22
2018,189253.79,8698.92,131734.54,118428.23
2019,189799.62,8708.76,131734.54,120590.26
2020,191663.91,8718.62,131734.54,121671.27
2021,193705.61,8735.57,131734.54,124914.31
2022,194847.46,8745.21,131734.54,125995.32
2023,196530.07,8757.57,131734.54,128157.35
2024,197650.39,8766.55,131734.54,129238.36
2025,199079.35,8777.94,131734.54,131400.39
2026,201630.28,8797.52,131734.54,134643.43
2027,203261.93,8810.4,131734.54,136805.45
2028,204767.55,8822.08,131734.54,138967.48
2029,206207.49,8833.26,131734.54,140048.49
2030,207710.43,8844.95,131734.54,142210.52
2031,209489.74,8858.89,131734.54,144372.54
2032,211063.8,,,146534.57
2033,212636.96,,,148696.6
2034,214689.64,,,150858.62
2035,216331.72,,,153020.65
2036,217905.24,,,155182.67
