year,Base case cost,Modeled residential energy efficiency
2017,935972.00457,913569.763646
2018,985009.1684,948745.976612
2019,1060338.61737,1006394.03896
2020,1096247.90538,1032155.25358
2021,1143171.43654,1070979.64071
2022,1168264.59451,1088845.69404
2023,1196330.86048,1111337.98335
2024,1214911.75654,1124429.65388
2025,1245287.34295,1149007.19383
2026,1287803.65397,1185414.69764
2027,1318986.65367,1210959.40649
2028,1348610.07384,1235413.20223
2029,1370250.03124,1251567.22359
2030,1398458.05282,1275145.99045
2031,1432829.87671,1303785.58948
2032,1469611.94769,1334513.95442
2033,1504820.02106,1364128.36884
2034,1542496.01389,1395885.97388
2035,1572261.18967,1421364.39458
2036,1610744.59579,1454058.46248
