year,Base case diesel consumed,Modeled non-residential ashp
2017,131734.5419,92214.1793698
2018,131734.5419,92214.1793698
2019,131734.5419,92214.1793698
2020,131734.5419,92214.1793698
2021,131734.5419,92214.1793698
2022,131734.5419,92214.1793698
2023,131734.5419,92214.1793698
2024,131734.5419,92214.1793698
2025,131734.5419,92214.1793698
2026,131734.5419,92214.1793698
2027,131734.5419,92214.1793698
2028,131734.5419,92214.1793698
2029,131734.5419,92214.1793698
2030,131734.5419,92214.1793698
2031,131734.5419,92214.1793698
