year,Base case cost,Modeled water and wastewater efficiency
2017,95487.8688208,100383.964385
2018,99669.6627949,102535.706091
2019,105465.235217,105828.305129
2020,108214.571517,107018.632579
2021,110290.67296,107760.713818
2022,111919.654712,108205.110841
2023,112953.960043,108253.143739
2024,113929.299691,108274.533012
2025,115113.925683,108458.209829
2026,116617.36673,108882.683923
2027,117838.19924,109122.272265
2028,118876.45638,109248.709789
2029,120071.980024,109498.535946
2030,120951.764511,109542.593643
2031,122371.385621,109976.99819
