year,Base case diesel consumed,Modeled non-residential ashp
2017,1305.14265171,1305.14265171
2018,1305.14265171,1305.14265171
2019,1305.14265171,1305.14265171
2020,1305.14265171,1305.14265171
2021,1305.14265171,1305.14265171
2022,1305.14265171,1305.14265171
2023,1305.14265171,1305.14265171
2024,1305.14265171,1305.14265171
2025,1305.14265171,1305.14265171
2026,1305.14265171,1305.14265171
2027,1305.14265171,1305.14265171
2028,1305.14265171,1305.14265171
2029,1305.14265171,1305.14265171
2030,1305.14265171,1305.14265171
2031,1305.14265171,1305.14265171
