year,Base case diesel consumed,Modeled non-residential ashp
2017,46102.8961872,34402.0009545
2018,46102.8961872,34402.0009545
2019,46102.8961872,34402.0009545
2020,46102.8961872,34402.0009545
2021,46102.8961872,34402.0009545
2022,46102.8961872,34402.0009545
2023,46102.8961872,34402.0009545
2024,46102.8961872,34402.0009545
2025,46102.8961872,34402.0009545
2026,46102.8961872,34402.0009545
2027,46102.8961872,34402.0009545
2028,46102.8961872,34402.0009545
2029,46102.8961872,34402.0009545
2030,46102.8961872,34402.0009545
2031,46102.8961872,34402.0009545
