year,Base case cost,Modeled residential energy efficiency
2017,217214.486654,193894.180836
2018,226238.594998,200449.898237
2019,251734.885748,222933.712372
2020,257466.049085,226999.461505
2021,261559.737183,229773.170498
2022,264288.862582,231471.848355
2023,266472.1629,232747.074717
2024,268109.63814,233598.58913
2025,270020.025919,234677.983584
2026,272476.238777,236202.291805
2027,289532.204743,252447.720957
2028,291260.165219,253430.645137
2029,293564.112521,254887.934049
2030,295004.079585,255657.546852
2031,297308.026887,257133.440852
2032,299899.967601,258850.674638
2033,302491.908316,260576.674822
2034,305083.849031,262311.235944
2035,306811.809507,263357.068396
2036,325589.908638,281294.312575
