year,Base case cost,Modeled non-residential energy efficiency
2017,358411.161338,367536.82223
2018,378768.294085,385929.856286
2019,404941.750473,409845.956257
2020,417156.030122,420575.279795
2021,425880.515585,428022.320649
2022,431696.839227,432736.900306
2023,436349.89814,436369.40186
2024,439839.692325,438919.392353
2025,443911.118875,442037.275411
2026,449145.810152,446272.913612
2027,453217.236702,449424.801821
2028,456707.030887,452042.821744
2029,461360.089801,455777.415268
2030,464268.251622,457876.829474
2031,468921.310535,461642.350502
