year,Base case diesel consumed,Modeled residential ashp
2017,32835.7485459,18417.0612467
2018,32835.7485459,18417.0612467
2019,34805.7792481,20387.0919489
2020,34805.7792481,20387.0919489
2021,34805.7792481,20387.0919489
2022,34805.7792481,20387.0919489
2023,34805.7792481,20387.0919489
2024,34805.7792481,20387.0919489
2025,34805.7792481,20387.0919489
2026,34805.7792481,20387.0919489
2027,36775.8099503,22357.1226511
2028,36775.8099503,22357.1226511
2029,36775.8099503,22357.1226511
2030,36775.8099503,22357.1226511
2031,36775.8099503,22357.1226511
