year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,46103.0,34089.2626966
2018,46103.0,34089.2626966
2019,46103.0,34089.2626966
2020,46103.0,34089.2626966
2021,46103.0,34089.2626966
2022,46103.0,34089.2626966
2023,46103.0,34089.2626966
2024,46103.0,34089.2626966
2025,46103.0,34089.2626966
2026,46103.0,34089.2626966
2027,46103.0,34089.2626966
2028,46103.0,34089.2626966
2029,46103.0,34089.2626966
2030,46103.0,34089.2626966
2031,46103.0,34089.2626966
2032,,
2033,,
2034,,
2035,,
2036,,
