year,Base case diesel consumed,Modeled non-residential ashp
2017,171490.008364,144601.430213
2018,171490.008364,144601.430213
2019,171490.008364,144601.430213
2020,171490.008364,144601.430213
2021,171490.008364,144601.430213
2022,171490.008364,144601.430213
2023,171490.008364,144601.430213
2024,171490.008364,144601.430213
2025,171490.008364,144601.430213
2026,171490.008364,144601.430213
2027,171490.008364,144601.430213
2028,171490.008364,144601.430213
2029,171490.008364,144601.430213
2030,171490.008364,144601.430213
2031,171490.008364,144601.430213
