year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,171490.008364,126902.606189
2018,171490.008364,126902.606189
2019,171490.008364,126902.606189
2020,171490.008364,126902.606189
2021,171490.008364,126902.606189
2022,171490.008364,126902.606189
2023,171490.008364,126902.606189
2024,171490.008364,126902.606189
2025,171490.008364,126902.606189
2026,171490.008364,126902.606189
2027,171490.008364,126902.606189
2028,171490.008364,126902.606189
2029,171490.008364,126902.606189
2030,171490.008364,126902.606189
2031,171490.008364,126902.606189
