year,Base case cost,Modeled diesel efficiency
2019,1291156.56994,1588918.38218
2020,1361213.60139,1652606.59259
2021,1411346.11834,1698181.608
2022,1446048.61396,1729729.33129
2023,1469301.06495,1750867.9231
2024,1488858.8496,1768647.72733
2025,1512128.40552,1789801.86907
2026,1542892.66052,1817769.37362
2027,1565895.37943,1838680.93626
2028,1584981.75202,1856032.18407
2029,1612693.11791,1881224.33488
2030,1628377.66069,1895483.01014
2031,1659069.39076,1923384.58292
2032,1685249.52271,1947184.70288
2033,1715040.16471,1974267.1047
2034,1744351.86848,2000914.10813
2035,1762613.09893,2017515.22671
2036,1795999.19862,2047866.22644
2037,1810298.24153,2060865.35635
2038,1843390.13632,2090948.89707
