year,Base case cost,Modeled solar power (pv)
2016,852719.410813,910315.684941
2017,1013980.64907,1069182.22315
2018,1127605.32275,1181159.72711
2019,1291156.56994,1342329.87907
2020,1361213.60139,1411439.18739
2021,1411346.11834,1460928.52312
2022,1446048.61396,1495228.09731
2023,1469301.06495,1518255.54664
2024,1488858.8496,1537649.55935
2025,1512128.40552,1560703.54967
2026,1542892.66052,1591146.37339
2027,1565895.37943,1613944.04772
2028,1584981.75202,1632884.56675
2029,1612693.11791,1660345.78147
2030,1628377.66069,1675946.45475
2031,1659069.39076,1706344.41677
2032,1685249.52271,1732289.71269
2033,1715040.16471,1761798.44254
2034,1744351.86848,1790834.25728
2035,1762613.09893,1808980.03466
