year,Base case diesel consumed,Modeled residential energy efficiency
2017,42574.6787697,35804.6867809
2018,42574.6787697,35804.6867809
2019,41723.2642019,34953.2722131
2020,41723.2642019,34953.2722131
2021,41723.2642019,34953.2722131
2022,41723.2642019,34953.2722131
2023,41723.2642019,34953.2722131
2024,40871.8496341,34101.8576453
2025,40871.8496341,34101.8576453
2026,40020.4350662,33250.4430774
2027,40020.4350662,33250.4430774
2028,39169.0204984,32399.0285096
2029,39169.0204984,32399.0285096
2030,39169.0204984,32399.0285096
2031,38317.6059306,31547.6139418
2032,38317.6059306,31547.6139418
2033,38317.6059306,31547.6139418
2034,37466.1913627,30696.1993739
2035,37466.1913627,30696.1993739
2036,36614.7767949,29844.7848061
