year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,47527.7256802,35170.5170033
2018,47527.7256802,35170.5170033
2019,47527.7256802,35170.5170033
2020,47527.7256802,35170.5170033
2021,47527.7256802,35170.5170033
2022,47527.7256802,35170.5170033
2023,47527.7256802,35170.5170033
2024,47527.7256802,35170.5170033
2025,47527.7256802,35170.5170033
2026,47527.7256802,35170.5170033
2027,47527.7256802,35170.5170033
2028,47527.7256802,35170.5170033
2029,47527.7256802,35170.5170033
2030,47527.7256802,35170.5170033
2031,47527.7256802,35170.5170033
