year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,1272003.56,0.0,47527.73,42574.68
2018,1270595.59,0.0,47527.73,42574.68
2019,1269992.17,0.0,47527.73,41723.26
2020,1269187.62,0.0,47527.73,41723.26
2021,1268248.97,0.0,47527.73,41723.26
2022,1267980.78,0.0,47527.73,41723.26
2023,1266908.04,0.0,47527.73,41723.26
2024,1264226.18,0.0,47527.73,40871.85
2025,1262885.26,0.0,47527.73,40871.85
2026,1261209.1,0.0,47527.73,40020.44
2027,1259532.94,0.0,47527.73,40020.44
2028,1256649.95,0.0,47527.73,39169.02
2029,1255309.02,0.0,47527.73,39169.02
2030,1253968.09,0.0,47527.73,39169.02
2031,1252090.79,0.0,47527.73,38317.61
2032,1252224.89,0.0,47527.73,38317.61
2033,1250280.54,0.0,47527.73,38317.61
2034,1248470.29,0.0,47527.73,37466.19
2035,1246861.18,0.0,47527.73,37466.19
2036,1243710.0,0.0,47527.73,36614.78
2037,1242972.49,0.0,47527.73,36614.78
2038,1241765.65,0.0,47527.73,36614.78
2039,1241162.24,0.0,47527.73,36614.78
2040,1240692.91,0.0,47527.73,35763.36
