year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,17030127.0,6221925.0,10808202.0
2004,,17787446.0,6378089.0,11409357.0
2005,,17011319.0,5866738.0,11144581.0
2006,,17430511.0,5997427.0,11433084.0
2007,,17198317.0,5762681.0,11435636.0
2008,,17323690.0,5753833.0,11569857.0
2009,,17185253.0,5559501.0,11625752.0
2010,,18174679.0,5651848.0,12522831.0
2011,,18019517.0,5695005.0,12324512.0
2012,,18315286.0,5739392.0,12575894.0
2013,,18277831.0,5543434.0,12734397.0
2014,start of forecast,18282857.0,5737922.0,12544934.0
2015,,18276585.0,5731651.0,12544934.0
2016,,18264229.0,5719295.0,12544934.0
2017,,18254310.0,5709376.0,12544934.0
2018,,18234124.0,5689190.0,12544934.0
2019,,18225724.0,5680790.0,12544934.0
2020,,18214194.0,5669259.0,12544934.0
2021,,18200488.0,5655553.0,12544934.0
2022,,18197078.0,5652143.0,12544934.0
2023,,18181760.0,5636825.0,12544934.0
2024,,18142744.0,5597810.0,12544934.0
2025,,18123572.0,5578638.0,12544934.0
2026,,18100279.0,5555345.0,12544934.0
2027,,18075765.0,5530831.0,12544934.0
2028,,18034086.0,5489152.0,12544934.0
2029,,18015545.0,5470611.0,12544934.0
2030,,17995676.0,5450741.0,12544934.0
2031,,17968711.0,5423777.0,12544934.0
2032,,17970625.0,5425691.0,12544934.0
2033,,17943073.0,5398139.0,12544934.0
2034,,17916856.0,5371921.0,12544934.0
2035,,17893456.0,5348522.0,12544934.0
2036,,17849164.0,5304229.0,12544934.0
2037,,17837796.0,5292862.0,12544934.0
2038,,17821183.0,5276249.0,12544934.0
2039,,17812361.0,5267426.0,12544934.0
2040,,17805181.0,5260247.0,12544934.0
