year,Base case cost,Modeled non-residential energy efficiency
2017,317908.35641,319301.357117
2018,335845.539438,334251.925959
2019,361935.987478,356496.042699
2020,373350.558496,365679.551665
2021,382319.150009,372705.599605
2022,388026.435518,376846.727194
2023,392918.394526,380283.142684
2024,396179.700531,382287.412026
2025,400256.333037,385039.768167
2026,405148.292044,388539.71486
2027,410040.251052,392059.853784
2028,413301.557057,394145.884302
2029,418193.516065,397704.999028
2030,421454.82207,399829.091852
2031,426346.781077,403425.376802
