year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,90103.0,77717.9730511
2018,90103.0,77717.9730511
2019,89251.0,76865.9730511
2020,89251.0,76865.9730511
2021,89251.0,76865.9730511
2022,89251.0,76865.9730511
2023,89251.0,76865.9730511
2024,88400.0,76014.9730511
2025,88400.0,76014.9730511
2026,87548.0,75162.9730511
2027,87548.0,75162.9730511
2028,86697.0,74311.9730511
2029,86697.0,74311.9730511
2030,86697.0,74311.9730511
2031,85846.0,73460.9730511
2032,85846.0,73460.9730511
2033,85846.0,73460.9730511
2034,84994.0,72608.9730511
2035,84994.0,72608.9730511
2036,84143.0,71757.9730511
