year,Base case cost,Modeled residential energy efficiency
2017,304193.356023,320334.977125
2018,319931.87151,333597.6355
2019,336925.474401,347461.502213
2020,346765.376365,355412.844804
2021,354496.727908,361480.78581
2022,359416.67889,365029.658235
2023,363633.779731,367964.408073
2024,360019.846072,363224.058047
2025,363471.412137,365501.561345
2026,361050.050993,361858.02103
2027,365116.708706,364721.624088
2028,361139.204154,359695.141018
2029,365130.640304,362520.437371
2030,367791.597737,364168.465954
2031,364893.833354,360139.76653
2032,369462.75037,363527.034573
2033,373378.964956,366345.887987
2034,370807.942893,362626.003936
2035,373368.604907,364256.723152
2036,370571.918152,360342.442506
