year,Base case diesel consumed,Modeled diesel efficiency
2019,3146941.42775,2860855.84341
2020,3149770.61464,2863427.83149
2021,3151801.82574,2865274.38704
2022,3153615.40708,2866923.09734
2023,3155211.35866,2868373.96241
2024,3156879.85349,2869890.7759
2025,3158620.89157,2871473.53779
2026,3160434.47291,2873122.2481
2027,3163046.03004,2875496.39094
2028,3164714.52487,2877013.20443
2029,3166600.64946,2878727.86315
2030,3168486.77405,2880442.52187
2031,3170372.89865,2882157.18059
2032,3172186.47999,2883805.8909
2033,3173709.88831,2885190.80755
2034,3175233.29663,2886575.72421
2035,3177191.96448,2888356.33135
2036,3179295.71883,2890268.8353
2037,3181544.55969,2892313.23608
2038,3184083.57357,2894621.43051
